Name,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Item,Kind,Hidden
Benefit,1. 提高SOP制定效率：,Note:,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,   1) 使用Smart MI後，IE工程師制定SOP的時間可縮短30%~50%。,基於Phase1是無法縮短時間的，但經過半年至一年的時間累積資料庫，並優化網站，有機會縮短10%-15%的時間,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 2) 提升SOP質量和標準化：,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 3) 使用Smart MI後，SOP中關鍵操作步驟和參數的覆蓋率可提高20%~30%。,覆蓋率是指？,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,4) 生産過程中因SOP不標準導致的偏差降低15%~25%。,偏差是指？,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,2. 縮短SOP編寫周期：,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 1) 使用Smart MI後，IE工程師編寫SOP的周期可縮短40%~60%。,周期指的是？,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,3. 優化生産運營：,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 1) 使用基於Smart MI分析的SOP後，生産效率提升10%~15%。,基於IE工程師新人初次編寫的MI，line balance有機會提升10-15%，生產效率是與各部門協作的結果，IE的MI佔的因素較小,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 2) 産品合格率提高8%~12%。,不合適,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,4. 提高文件管理效率：,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 1) 使用Smart MI後，IE工程師查找所需文件的時間縮短50%~70%。,不合適,,,,,,,,,,Benefit,Sheet,FALSE
Benefit, 2) 文件變更追溯的準確性提高20%~30%。,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,Phase 1 Benefit,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,1. 基於Mini MOST 序列模型建立MI動作，可模擬理論性工時，並統一名稱(動作/材料/治工具等)的一致性,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,2. 系統性排站，可提升新人工程師排站的Line Balance 10-15%,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,Phase 2 Benefit (串聯other系統),,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,1. 減少其他系統(DPM/RMS/E-ISO/EMI等)的重複性資料上傳/維護，並降低資料錯誤/漏傳的問題,,,,,,,,,,,Benefit,Sheet,FALSE
Benefit,2. 多數資料可從系統追朔並且進行統計分析，ex: DL HC/ CWS/ 換線治工具List,,,,,,,,,,,Benefit,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,,工作表1,Sheet,FALSE
工作表1,,,,,,,,,,,3765.939,工作表1,Sheet,FALSE
痛點,痛點,,,,,,,,,,,痛點,Sheet,FALSE
痛點,Line Balance 計算 無法計算一人兩機的狀態--- 希望可以針對此有勾選的選項，避免線平衡失真,,,,,,,,,,,痛點,Sheet,FALSE
痛點,計算次數過高時 (over 5000次，電腦容易過熱 & 當機),,,,,,,,,,,痛點,Sheet,FALSE
痛點,輸出標準MI時間過長 (over 10 mins & 當機),,,,,,,,,,,痛點,Sheet,FALSE
痛點,需要手動匯入Excel or 檔案新增至根目錄 才可進行下一步驟，無網頁版,,,,,,,,,,,痛點,Sheet,FALSE
痛點,山積圖的站別描述無法在一個頁面呈現 (無法換行),,,,,,,,,,,痛點,Sheet,FALSE
痛點,子動作無法拖拉更改,,,,,,,,,,,痛點,Sheet,FALSE
痛點,導出的標準MI需手動更新Cover頁,,,,,,,,,,,痛點,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,權限控管,CKS/CCD/CHV A31 資深IE工程師,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,MOST系統WEB化,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,注意事項建立,,,從哪裡建立,,,目標物建立,,,到哪裡建立,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,Step1,"點選新增注意事項類型- ""一般注意事項""/ ""锁螺丝注意事项""/""手套注意事项""…",,Step1,"點選新增 ""選項""",,Step1,"點選類型-""NB""/ ""工治具""/ ""XX料""",,Step1,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,"點選新增 ""選項""",,,"建立 ""從哪裡"" 清單",,,點選子項目,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,"建立 ""注意事項"" 清單",,,點選儲存,,,"點選新增 ""選項""",,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,點選儲存,,,,,,"建立 ""目標物"" 清單",,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,點選儲存,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
MOST系統WEB化-細分流程圖,,,,,,,,,,,,MOST系統WEB化-細分流程圖,Sheet,FALSE
工作表4,,,,,,,,,,,,工作表4,Sheet,FALSE
工作表4,,,,,,,,,,,,工作表4,Sheet,FALSE
工作表4,,,,,,,,,,,,工作表4,Sheet,FALSE
工作表4,,,,,,,,,,,,工作表4,Sheet,FALSE
工作表2,,,,,,,,,,,,工作表2,Sheet,FALSE
語法邏輯,(伸手60cm)右手抓握刷枪(60cm)保持住到工单二维码,右手,a,b,,,G,目標物,,a,,語法邏輯,Sheet,FALSE
語法邏輯,按刷枪按钮并确认MES电脑,,a,b,,,G,目標物,,M0,,語法邏輯,Sheet,FALSE
語法邏輯,(伸手60cm)右手从捡料架亮灯位置拿取M/B(主板)(40cm)左手保持住到PPID,右手,a,b,從,從哪裡,G,目標物,左手,a,,語法邏輯,Sheet,FALSE
語法邏輯,按刷枪按钮并确认MES电脑,,a,b,,,G,目標物,,M0,,語法邏輯,Sheet,FALSE
語法邏輯,右手放到百宝箱图示位置,右手,a,b,,,G0,,,a,,語法邏輯,Sheet,FALSE
語法邏輯,(伸手60cm)右手从百宝箱拿取Cover(上盖),右手,a,b,從,從哪裡,G,目標物,,a,,語法邏輯,Sheet,FALSE
語法邏輯,(40cm)左手抓握Cover(上盖)的包装袋去除,左手,a,b,,,G,目標物→對象,,M,,語法邏輯,Sheet,FALSE
語法邏輯,丢到垃圾桶(60cm),,a,b,,,G0,,,a,,語法邏輯,Sheet,FALSE
語法邏輯,右手放到泡棉,,a,b,,,G0,,右手,a,,語法邏輯,Sheet,FALSE
語法邏輯,(伸手60cm)右手从百宝箱拿取黑色天线(10cm),右手,a,b,從,從哪裡,G,目標物,,a,,語法邏輯,Sheet,FALSE
語法邏輯,"左手抓握黑色天线的包装袋去除,",左手,a,b,,,G,目標物→對象,,M,,語法邏輯,Sheet,FALSE
語法邏輯,丢到垃圾桶(60cm),,a,b,,,G0,,,a,,語法邏輯,Sheet,FALSE
語法邏輯,"(伸手60cm)[右手从材料盒拿取mylar（麦拉）,贴附到黑色天线,并对齐mark线,",右手,a,b,從,從哪裡,G,目標物,,M,到哪裡,語法邏輯,Sheet,FALSE
語法邏輯,右手按一下到Cover(上盖)](*3),,,,,,,,,,,語法邏輯,Sheet,FALSE
語法邏輯,,,,,,,,,,,,語法邏輯,Sheet,FALSE
語法邏輯,,,,,,,,,,,,語法邏輯,Sheet,FALSE
語法邏輯,,,,,,,,,,,,語法邏輯,Sheet,FALSE
語法邏輯,,,,,,,,,,,,語法邏輯,Sheet,FALSE
語法邏輯,,左右手選項,小寫字母不顯示字，但依然要計算TMU,,"若有選擇""從哪裡""資料庫，則需要 ""從""這個字",,如果係數為0則不需要字,,左右手選項,小寫字母不顯示字，但依然要計算TMU,,語法邏輯,Sheet,FALSE
語法邏輯,,新增雙手,,,,,,,刪除,,,語法邏輯,Sheet,FALSE
語法邏輯,,,,,,,,,,,,語法邏輯,Sheet,FALSE
MOST 系统逻辑,时间换算,1 TMU=0.036 second,,,,,,,,,1second=27.8 TMU,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,一般移动,,"從+""從哪裡""+ ( A+B) +G + 對象/目標物+ (A+B)+ P+ A+ ""到哪裡""",,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,单选取较大值,,,,,,,单选,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,目标物,,,A,,"INDEXx1
(TMU)","A
距離",,,,B,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,伸手,(距离cm),,手,,腳,,眼部动作,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,手度,(角度),,英吋(公分),角度,英吋(公分),,起身或彎腰/坐,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,脚步,(距离cm),,,,,,站,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,0,<=1(2.5),<=30,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,1,<=2(5),<=60,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,3,<=4(10),<=120,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,6,<=8(20),<=180,"<=8(20)
Foot action",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,10,<=14(35),-,<=12(30),,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,16,<=24(60),-,"<=18(45)
1 步",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,24,>24(60),-,<=26(65),,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,32,-,-,">26(65)
2 步",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,选择,,获得,,,,,,,控制,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,左手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,右手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,双手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,控制移动,,"從+""從哪裡""+ ( A+B) +G + 對象/目標物+ M+ X + I + A+ ""到哪裡""",,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,单选取较大值,,,,,,,单选,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,目标物,,,A,,"INDEXx1
(TMU)","A
距離",,,,B,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,伸手,(距离cm),,手,,腳,,眼部动作,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,手度,(角度),,英吋(公分),角度,英吋(公分),,起身或彎腰/坐,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,脚步,(距离cm),,,,,,站,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,0,<=1(2.5),<=30,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,1,<=2(5),<=60,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,3,<=4(10),<=120,-,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,6,<=8(20),<=180,"<=8(20)
Foot action",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,10,<=14(35),-,<=12(30),,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,16,<=24(60),-,"<=18(45)
1 步",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,24,>24(60),-,<=26(65),,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,32,-,-,">26(65)
2 步",,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,选择,,获得,,,,,,,控制,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,左手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,右手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,双手,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,,MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,刷工单，依据MES电脑指示拣料,,,,,,,,,→,"(伸手60cm)右手抓握刷枪(60cm)保持住到工单二维码,按刷枪按钮并确认MES电脑",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,"捡M/B(主板)，刷M/B PPID,放于料箱固定位置",,,,,,,,,→,"(伸手60cm)右手从捡料架亮灯位置拿取M/B(主板)(40cm)左手保持住到PPID,按刷枪按钮并确认MES电脑,(60cm)右手放到百宝箱图示位置",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,从百宝箱取Cover(上盖)撕除包装袋，将cover放于泡棉,,,,,,,,,→,"(伸手60cm)右手从百宝箱拿取Cover(上盖)(40cm)左手抓握Cover(上盖)的包装袋去除,丢到垃圾桶(60cm)右手放到泡棉",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,从百宝箱取黑色天线去除包装袋按图示撕除小板背胶贴至图示卡槽,,,,,,,,,→,"(伸手60cm)右手从百宝箱拿取黑色天线(10cm)左手抓握黑色天线的包装袋去除,丢到垃圾桶(60cm)",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,,,,,,,,,,,"右手重新抓握翻转左手抓握黑色天线的小板背胶撕除,丢到垃圾桶,左手抓握黑色天线的小板贴附到卡槽",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,按图示理黑色天线至Cover(上盖)左下角卡勾,,,,,,,,,→,"(伸手40cm)左手从Cover(上盖)抓握黑色天线,理(20cm)到Cover(上盖),并对齐线槽,[右手按一下到卡槽](*2)",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,取3个mylar（麦拉）按图示标注位置固定天线,,,,,,,,,→,"(伸手60cm)[右手从材料盒拿取mylar（麦拉）,贴附到黑色天线,并对齐mark线,右手按一下到Cover(上盖)](*3)",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,从百宝箱取白色天线去除包装袋，按图示2.0组裸天线部分,,,,,,,,,→,"(伸手60cm)右手从百宝箱拿取白色天线(10cm)左手抓握白色天线的包装袋去除,丢到垃圾桶(60cm)",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,"(补充组裸天线部分,档大于2.5CM用穿属于移动,小于2.5用组属于一般)",,,,,,,,,,"(伸手60cm)右手重新抓握白色天线,穿/组到卡勾",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,按图示3.0将铝箔贴回固定天线并将铝箔压平整,,,,,,,,,→,"(伸手60cm)左手抓握铝箔贴附到Cover(上盖),右手抓握压天线简易治具轻按到铝箔",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,拿取显示屏，将显示屏排线按箭头方向平行插入显示屏接口,,,,,,,,,→,"(伸手60cm)左手从百宝箱拿取 Panel(显示屏)翻转,(40cm)右手从Cover(上盖)拿取 Panel(显示屏)排线,重新抓取,对准插入 Panel(显示屏)接口",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,将显示屏排线扣环扣于接口,,,,,,,,,→,"右手抓握 Panel(显示屏)排线扣环,卡合到 Panel(显示屏)接口",MOST 系统逻辑,Sheet,FALSE
MOST 系统逻辑,撕除显示屏排线插头处背胶贴于panel,,,,,,,,,→,"右手抓握 Panel(显示屏)的排线插头背胶撕除,丢到垃圾桶.右手抓握 Panel(显示屏)的排线插头,贴附到 Panel(显示屏)接口",MOST 系统逻辑,Sheet,FALSE
